Brand,Series,Model,Model Number,RAM (GB),Storage (GB),Variant,4G/5G,Launch Year,Current India Price (₹),Price Status,Price Checked,Price Source,Price Basis
ASUS,ASUS,ROG Phone 9,AI2401,12.0,256.0,12GB RAM / 256GB,5G,2024,79999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Lava,Lava Bold,Lava Bold N4 Pro 5G,,4.0,64.0,4GB RAM / 64GB,5G,2026,13999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Lava,Lava Bold,Lava Bold N4 Pro 5G,,4.0,128.0,4GB RAM / 128GB,5G,2026,13999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Lava,Lava Bold,Lava Bold N4 Pro 5G,,6.0,128.0,6GB RAM / 128GB,5G,2026,13999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Lava,Lava Storm,Lava Storm Play 5G,,4.0,64.0,4GB RAM / 64GB,5G,2025,11999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Lava,Lava Storm,Lava Storm Play 5G,,6.0,128.0,6GB RAM / 128GB,5G,2025,11999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Lava,Lava Virat,Lava Virat Curve 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,20999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Lava,Lava Virat,Lava Virat Curve 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,20999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Lava,Lava Yuva,Lava Yuva 5G,LXX506,4.0,64.0,4GB RAM / 64GB,5G,2024,8299.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Lava,Lava Yuva,Lava Yuva 5G,LXX506,4.0,128.0,4GB RAM / 128GB,5G,2024,8299.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Micromax,Micromax,Micromax IN 2C,E7746,3.0,32.0,3GB RAM / 32GB,4G,2022,8499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Micromax,Micromax,Micromax IN 2C,E7746,4.0,64.0,4GB RAM / 64GB,4G,2022,8499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Micromax,Micromax,Micromax IN Note 2,E7446,4.0,64.0,4GB RAM / 64GB,4G,2022,13490.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 60,XT2505-3,8.0,128.0,8GB RAM / 128GB,5G,2025,25999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 60,XT2505-3,8.0,256.0,8GB RAM / 256GB,5G,2025,25999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 60,XT2505-3,12.0,256.0,12GB RAM / 256GB,5G,2025,25999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 60 Fusion,XT2503-4,8.0,128.0,8GB RAM / 128GB,5G,2025,24999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 60 Fusion,XT2503-4,8.0,256.0,8GB RAM / 256GB,5G,2025,24999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 60 Fusion,XT2503-4,12.0,256.0,12GB RAM / 256GB,5G,2025,24999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 60 Pro,XT2503-2,8.0,256.0,8GB RAM / 256GB,5G,2025,30190.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 60 Pro,XT2503-2,12.0,256.0,12GB RAM / 256GB,5G,2025,30190.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 70 Fusion,XT2603,8.0,128.0,8GB RAM / 128GB,5G,2026,27468.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 70 Fusion,XT2603,8.0,256.0,8GB RAM / 256GB,5G,2026,27468.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 70 Fusion,XT2603,12.0,256.0,12GB RAM / 256GB,5G,2026,27468.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 70 Max,,12.0,256.0,12GB RAM / 256GB,5G,2026,53765.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 70 Max,,16.0,512.0,16GB RAM / 512GB,5G,2026,53765.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 70 Pro,XT2601,8.0,256.0,8GB RAM / 256GB,5G,2026,38879.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 70 Pro,XT2601,12.0,256.0,12GB RAM / 256GB,5G,2026,38879.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 70 Ultra,,12.0,256.0,12GB RAM / 256GB,5G,2026,69999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Edge,Edge 70 Ultra,,16.0,512.0,16GB RAM / 512GB,5G,2026,69999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G06 Power,,4.0,64.0,4GB RAM / 64GB,4G,2026,12710.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G06 Power,,4.0,128.0,4GB RAM / 128GB,4G,2026,12710.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G34 5G,XT2363-2,4.0,128.0,4GB RAM / 128GB,5G,2024,14999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G34 5G,XT2363-2,8.0,128.0,8GB RAM / 128GB,5G,2024,14999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G54 5G,XT2343-6,8.0,128.0,8GB RAM / 128GB,5G,2023,15999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G54 5G,XT2343-6,12.0,256.0,12GB RAM / 256GB,5G,2023,15999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G57 Power 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,14999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G57 Power 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,14999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G64 5G,XT2431-3,8.0,128.0,8GB RAM / 128GB,5G,2024,14999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G64 5G,XT2431-3,12.0,256.0,12GB RAM / 256GB,5G,2024,14999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G75 5G,XT2437-2,8.0,128.0,8GB RAM / 128GB,5G,2024,19999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G75 5G,XT2437-2,8.0,256.0,8GB RAM / 256GB,5G,2024,19999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G85 5G,XT2347-2,8.0,128.0,8GB RAM / 128GB,5G,2024,16999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G85 5G,XT2347-2,12.0,256.0,12GB RAM / 256GB,5G,2024,16999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G86 Power,XT2527-2,8.0,128.0,8GB RAM / 128GB,5G,2025,17835.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G86 Power,XT2527-2,8.0,256.0,8GB RAM / 256GB,5G,2025,17835.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G87 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,19999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Moto G,Moto G87 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,19999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Razr,Razr 60,XT2553-2,8.0,256.0,8GB RAM / 256GB,5G,2025,49950.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Razr,Razr 60,XT2553-2,12.0,256.0,12GB RAM / 256GB,5G,2025,49950.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Razr,Razr 60 Ultra,XT2551-3,12.0,512.0,12GB RAM / 512GB,5G,2025,79999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Motorola,Razr,Razr 70 Ultra,XT2551-3,12.0,512.0,12GB RAM / 512GB,5G,2025,99999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nokia,Nokia,Nokia 105 Classic,TA-1601,,,Feature phone / storage not applicable,4G,2025,999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nokia,Nokia,Nokia 3210 4G,TA-1610,,,Feature phone / storage not applicable,4G,2024,3999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nokia,Nokia,Nokia C32,TA-1534,3.0,64.0,3GB RAM / 64GB,4G,2023,8999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nokia,Nokia,Nokia C32,TA-1534,4.0,64.0,4GB RAM / 64GB,4G,2023,8999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nokia,Nokia,Nokia C32,TA-1534,4.0,128.0,4GB RAM / 128GB,4G,2023,8999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nokia,Nokia,Nokia G42 5G,TA-1581,6.0,128.0,6GB RAM / 128GB,5G,2023,10498.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nokia,Nokia,Nokia G42 5G,TA-1581,8.0,256.0,8GB RAM / 256GB,5G,2023,10498.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nokia,Nokia,Nokia X30 5G,TA-1450,6.0,128.0,6GB RAM / 128GB,5G,2022,48999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nokia,Nokia,Nokia X30 5G,TA-1450,8.0,256.0,8GB RAM / 256GB,5G,2022,48999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 2a,A142,8.0,128.0,8GB RAM / 128GB,5G,2024,24999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 2a,A142,8.0,256.0,8GB RAM / 256GB,5G,2024,24999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 2a,A142,12.0,256.0,12GB RAM / 256GB,5G,2024,24999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 2a Plus,A142,8.0,256.0,8GB RAM / 256GB,5G,2024,22999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 2a Plus,A142,12.0,256.0,12GB RAM / 256GB,5G,2024,22999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 3,A024,12.0,256.0,12GB RAM / 256GB,5G,2025,51999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 3,A024,16.0,512.0,16GB RAM / 512GB,5G,2025,51999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 3a,A059,8.0,128.0,8GB RAM / 128GB,5G,2025,28999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 3a,A059,8.0,256.0,8GB RAM / 256GB,5G,2025,28999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 3a Pro,A024,8.0,256.0,8GB RAM / 256GB,5G,2025,27999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 3a Pro,A024,12.0,256.0,12GB RAM / 256GB,5G,2025,27999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 4,,8.0,256.0,8GB RAM / 256GB,5G,2026,35990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 4,,12.0,512.0,12GB RAM / 512GB,5G,2026,35990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 4b,,8.0,128.0,8GB RAM / 128GB,5G,2026,39995.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nothing,Phone,Nothing Phone 4b,,8.0,256.0,8GB RAM / 256GB,5G,2026,39995.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Nubia,Nubia,Nubia Z70 Ultra,NX736J,12.0,256.0,12GB RAM / 256GB,5G,2024,53990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nubia,Nubia,Nubia Z70 Ultra,NX736J,16.0,512.0,16GB RAM / 512GB,5G,2024,53990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nubia,Nubia,Nubia Z70 Ultra,NX736J,24.0,1024.0,24GB RAM / 1024GB,5G,2024,53990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nubia,Nubia,RedMagic 10 Pro,NX789J,12.0,256.0,12GB RAM / 256GB,5G,2024,59990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nubia,Nubia,RedMagic 10 Pro,NX789J,16.0,512.0,16GB RAM / 512GB,5G,2024,59990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nubia,Nubia,RedMagic 10 Pro,NX789J,24.0,1024.0,24GB RAM / 1024GB,5G,2024,59990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nubia,Nubia,RedMagic 10S Pro,NX789J,12.0,256.0,12GB RAM / 256GB,5G,2025,59999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nubia,Nubia,RedMagic 10S Pro,NX789J,16.0,512.0,16GB RAM / 512GB,5G,2025,59999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Nubia,Nubia,RedMagic 10S Pro,NX789J,24.0,1024.0,24GB RAM / 1024GB,5G,2025,59999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO A,OPPO A6 Pro 5G,,8.0,128.0,8GB RAM / 128GB,5G,2025,24999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO A,OPPO A6 Pro 5G,,8.0,256.0,8GB RAM / 256GB,5G,2025,24999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO A,OPPO A7 Pro Max 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,34999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO A,OPPO A7 Pro Max 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,34999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO A,OPPO A7 Pro Max 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,34999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Find,OPPO Find X10 E,,8.0,256.0,8GB RAM / 256GB,5G,2026,69999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Find,OPPO Find X10 E,,12.0,512.0,12GB RAM / 512GB,5G,2026,69999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Find,OPPO Find X10 Pro,,12.0,256.0,12GB RAM / 256GB,5G,2026,119999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Find,OPPO Find X10 Pro,,16.0,512.0,16GB RAM / 512GB,5G,2026,119999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Find,OPPO Find X10 Ultra,,16.0,512.0,16GB RAM / 512GB,5G,2026,169999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Find,OPPO Find X10 Ultra,,16.0,1024.0,16GB RAM / 1024GB,5G,2026,169999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO K,OPPO K14 Lite 4G,,4.0,64.0,4GB RAM / 64GB,4G,2026,16999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO K,OPPO K14 Lite 4G,,6.0,128.0,6GB RAM / 128GB,4G,2026,16999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO K,OPPO K14x 5G,,4.0,64.0,4GB RAM / 64GB,5G,2025,17149.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO K,OPPO K14x 5G,,6.0,128.0,6GB RAM / 128GB,5G,2025,17149.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO K,OPPO K14x 5G,,8.0,128.0,8GB RAM / 128GB,5G,2025,17149.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO K,OPPO K15 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO K,OPPO K15 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO K,OPPO K15 Pro,,8.0,256.0,8GB RAM / 256GB,5G,2026,39999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO K,OPPO K15 Pro,,12.0,512.0,12GB RAM / 512GB,5G,2026,39999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Reno,OPPO Reno15 5G,CPH2689,8.0,128.0,8GB RAM / 128GB,5G,2025,38999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Reno,OPPO Reno15 5G,CPH2689,8.0,256.0,8GB RAM / 256GB,5G,2025,38999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Reno,OPPO Reno15 Pro 5G,CPH2697,12.0,256.0,12GB RAM / 256GB,5G,2025,60988.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Reno,OPPO Reno15 Pro 5G,CPH2697,12.0,512.0,12GB RAM / 512GB,5G,2025,60988.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Reno,OPPO Reno16 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,66999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OPPO,OPPO Reno,OPPO Reno16 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,66999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OPPO,OPPO Reno,OPPO Reno16 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,66999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OPPO,OPPO Reno,OPPO Reno16 Pro 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,69999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OPPO,OPPO Reno,OPPO Reno16 Pro 5G,,16.0,512.0,16GB RAM / 512GB,5G,2026,69999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 11,CPH2449,8.0,128.0,8GB RAM / 128GB,5G,2023,37900.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 11,CPH2449,16.0,256.0,16GB RAM / 256GB,5G,2023,37900.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 12,CPH2573,12.0,256.0,12GB RAM / 256GB,5G,2024,45999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 12,CPH2573,16.0,512.0,16GB RAM / 512GB,5G,2024,45999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 12R,CPH2585,8.0,128.0,8GB RAM / 128GB,5G,2024,27999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 12R,CPH2585,16.0,256.0,16GB RAM / 256GB,5G,2024,27999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 13,CPH2653,12.0,256.0,12GB RAM / 256GB,5G,2025,54901.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 13,CPH2653,16.0,512.0,16GB RAM / 512GB,5G,2025,54901.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 13,CPH2653,24.0,1024.0,24GB RAM / 1024GB,5G,2025,54901.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 13R,CPH2645,12.0,256.0,12GB RAM / 256GB,5G,2025,37900.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 13R,CPH2645,16.0,512.0,16GB RAM / 512GB,5G,2025,37900.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 14,CPH2701,12.0,256.0,12GB RAM / 256GB,5G,2025,69999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 14,CPH2701,16.0,512.0,16GB RAM / 512GB,5G,2025,69999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 15,CPH2747,12.0,256.0,12GB RAM / 256GB,5G,2026,85999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus 15,CPH2747,16.0,512.0,16GB RAM / 512GB,5G,2026,85999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus N6 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,24999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus,OnePlus N6 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,24999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord 4,CPH2663,8.0,128.0,8GB RAM / 128GB,5G,2024,29999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord 4,CPH2663,8.0,256.0,8GB RAM / 256GB,5G,2024,29999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord 4,CPH2663,12.0,256.0,12GB RAM / 256GB,5G,2024,29999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord 5,CPH2707,8.0,256.0,8GB RAM / 256GB,5G,2025,33999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord 5,CPH2707,12.0,256.0,12GB RAM / 256GB,5G,2025,33999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
OnePlus,OnePlus Nord,OnePlus Nord 5,CPH2707,12.0,512.0,12GB RAM / 512GB,5G,2025,33999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
